,y_pred,y_test
5304,97.39738309607739,78.0
23853,99.97633947376772,80.0
22273,36.505441974419625,29.0
22690,48.95583119319626,21.0
24825,115.49005337399342,78.0
23139,75.04761835459274,147.0
8643,30.33525515465674,29.0
26587,49.15751214565922,62.0
28002,51.553501323568774,53.0
3246,196.34910483430951,163.0
3189,45.15729974502034,25.0
3100,28.935772595362188,33.0
18372,35.25312204162368,26.0
29838,41.16451956303703,21.0
20429,29.98545272080939,29.0
4871,104.08245014836353,53.0
16546,24.33331197740446,25.0
9202,55.526396239073804,33.0
5284,70.09763625334995,78.0
17782,51.55380635628561,53.0
6757,62.86157463610324,46.0
7431,59.18051866310372,68.0
1411,75.44874581048356,25.0
25458,66.52187286450409,95.0
2932,49.773441622299906,29.0
2276,31.55882093346851,72.0
11315,62.376917512951785,38.0
29278,37.8657416004783,68.0
9317,29.76825093548543,34.0
12524,44.88614488254036,34.0
10122,61.02603129090215,28.0
17547,30.140994335232563,8.0
19434,70.44562525652442,26.0
15496,84.72415771104201,57.0
6933,46.80611123313348,47.0
24615,91.17013203187526,72.0
28680,161.23776012065508,163.0
12286,24.322256802580963,59.0
30537,49.30858360063557,39.0
18149,55.109672926220995,3.0
20795,83.82813894951633,178.0
21916,86.33388095945139,38.0
3842,41.3186832126392,38.0
5186,31.05861478031907,28.0
9098,66.45570820710829,52.0
28415,30.007534311799464,25.0
17219,40.81519346864376,38.0
10256,43.405717270876565,46.0
13759,57.013780835877725,103.0
3798,46.276516152806096,38.0
7301,168.42172150069166,168.0
27862,66.67850513218167,11.0
16187,24.16835336625688,13.0
911,125.40805536902789,126.0
23552,64.77094782251268,152.0
16856,50.64795088866611,30.0
1388,51.834811796194515,13.0
14283,24.16835336625688,9.0
16139,37.8657416004783,17.0
14160,151.02261715851162,91.0
1698,109.30296491797083,72.0
27973,26.126688450098946,30.0
8457,29.196110049089395,14.0
26394,39.12891359863875,14.0
16062,28.20437479609697,21.0
9427,55.640182834038576,70.0
3053,51.25640940234251,68.0
6534,41.24890261515818,63.0
3265,169.16205825106192,161.0
14493,66.405716469272,59.0
5535,120.02447075660038,65.0
17822,114.78707118889587,154.0
29624,55.854414952466776,69.0
13793,51.25640940234251,82.0
13789,60.180137461954,63.0
24960,24.16835336625688,11.0
11624,66.72883292159621,72.0
8279,102.12457459471919,61.0
7934,61.47648889211931,17.0
19796,45.500390760203125,21.0
1103,28.453509769721755,27.0
13656,59.19088089010811,76.0
19962,47.30606426926201,117.0
2406,41.0620426880022,38.0
16413,66.61318291930455,45.0
13170,25.510308844305396,30.0
13588,51.493769075184325,38.0
23304,62.2385087409427,90.0
1475,28.13236222569861,25.0
19316,29.76825093548543,17.0
2342,69.03923459152163,60.0
12543,77.13710732699978,95.0
28464,61.09422324724342,61.0
3858,97.54178578895386,163.0
20903,39.53673065931263,67.0
28509,57.48634416624809,38.0
27155,48.55467566667662,34.0
15621,55.14925108029807,62.0
9539,35.111197011215395,17.0
17147,24.40763674257091,35.0
14467,37.354194149933576,57.0
11699,62.88558076707763,62.0
7508,84.60730307205716,58.0
19411,33.626051593013344,21.0
25763,29.046896032487556,9.0
3410,50.802881524189345,21.0
8354,126.99952444064536,149.0
1834,32.905959976412326,50.0
18420,44.933333596026415,18.0
17967,34.95546490408886,20.0
28540,63.40912796830364,53.0
30209,100.56443890713432,41.0
17681,148.790372209668,168.0
2842,39.9765515566565,25.0
24446,88.44861658048575,157.0
16118,28.281533338226694,17.0
15720,32.74189679580038,63.0
24721,50.27136121251091,54.0
17405,50.36994746228904,20.0
3638,50.4976566755998,87.0
22521,31.101612679435792,82.0
16171,24.250906870999025,34.0
24099,92.10471123725608,81.0
21601,50.891609039066495,43.0
24543,24.16835336625688,17.0
8976,30.571846315302782,60.0
14632,24.16835336625688,13.7
27300,101.00338689273933,83.0
21102,60.57807939829408,17.0
5679,75.46976380786803,33.0
25072,64.03249634397869,53.0
14402,79.64949951576394,107.0
20654,60.40297709393619,38.0
30213,111.90388836371197,68.0
7107,118.58097359309723,160.0
24023,60.303298991590864,76.0
15731,51.21611417159684,46.0
12209,123.93993745848515,95.0
2012,34.28678165298426,59.0
19264,34.2870202861047,13.0
25693,40.77181806964412,13.0
26454,107.09847343066136,167.0
18040,63.10696987040323,48.0
11418,59.90791352647939,25.0
15763,46.72595695577813,61.0
27675,56.692542118880844,55.0
3928,151.27686557245727,120.0
17321,69.42678002923816,59.0
6173,144.90666112846108,93.0
23367,143.24462854976352,177.0
3386,46.6724320478542,34.0
29327,25.523418566521617,21.0
28531,76.7655925530891,70.0
26740,44.36007684799692,17.0
1661,60.92955818362424,89.0
18348,47.664077811856515,41.0
25830,59.08372541004164,191.0
12845,64.46254004850181,71.0
8136,32.899871091694344,25.0
27247,62.79424472646838,53.0
16183,35.094231214256915,53.0
15961,24.16835336625688,71.0
9849,38.2353547578,46.0
23877,70.97070562252884,99.0
1937,29.76825093548543,42.0
17444,95.26907312925539,50.0
28775,86.99841626433454,82.0
6244,84.69504905196334,153.0
9189,28.556469817000384,27.0
24092,93.98136137229852,113.0
12729,57.27632368652533,47.0
6149,30.94524780238637,20.0
1346,75.90738418520773,97.0
1282,138.55793168684164,153.0
15430,41.04859464591563,21.0
14384,108.92911134398076,113.0
28832,67.25086246040195,117.0
21228,27.40884380695655,32.0
8540,41.494784443700794,15.0
7553,69.55016823692985,56.0
11611,62.060812037727636,87.0
11488,66.21661217687056,152.0
13115,59.085235969351764,36.0
22595,46.14017424345756,38.0
52,46.87082826254393,48.0
14942,24.16835336625688,15.0
14978,49.47883614395262,18.0
6157,130.53520774449885,173.0
21922,25.1505685694857,48.0
2992,133.90957093673163,142.0
30410,36.7732086450168,21.0
8206,31.5064114216283,16.0
22758,29.84668038241117,20.0
13758,124.49141188347596,152.0
13102,50.3739655530518,62.0
12215,44.854231895503766,56.0
17115,29.826359771412985,50.0
17712,57.09440927270487,24.0
27941,87.69736974049192,65.0
12806,30.082946409738597,51.0
13995,91.43676195933847,70.0
13609,46.97547998127554,59.0
2730,68.971767973027,75.0
16467,65.95962447951584,25.0
14827,65.48947690326627,55.0
501,24.94943930961676,25.0
23431,24.33331197740446,19.0
26944,167.1438390515085,185.0
27797,59.853047952939214,16.0
14578,115.26013294497274,122.0
26075,81.93477037345453,86.0
20905,48.869313442004135,62.0
3697,37.70993751028984,42.0
28483,61.26055393075191,65.0
10275,147.10024813723405,212.0
24467,87.27002800787284,80.0
18665,45.30335187671688,54.0
27166,28.281533338226694,17.0
22218,28.03602196336016,23.0
3394,46.84272525383319,34.0
4894,109.8674671953582,163.0
28663,120.2295289103741,191.0
2532,24.467667472969246,15.0
18715,48.795075214837844,61.0
4584,51.193113076895585,63.0
17983,68.11372117145908,81.0
26504,115.3259252561264,97.0
24176,27.848914096637017,14.0
29958,98.20208853496263,22.0
4104,81.21742084746012,67.0
30455,24.16835336625688,21.0
7779,24.47344492192092,18.0
4448,37.8657416004783,23.0
4679,49.112754166544356,42.0
17763,30.549336878845317,5.0
5114,73.84935836295048,78.0
26121,48.58360940097334,44.0
8072,47.18169471757659,17.0
15547,50.22262449027863,47.0
29926,48.92656186191542,56.0
30421,67.1382182714282,75.0
17404,50.02528218682065,28.0
1738,45.09688483764605,34.0
10650,35.094231214256915,17.0
14538,152.09011295929915,149.0
25732,37.8657416004783,13.0
26081,61.96114487332471,86.0
7745,49.696923583023654,59.0
6253,91.66694768306999,91.0
27503,24.16835336625688,18.0
21212,52.531031545234534,37.0
6072,39.33226790619672,30.0
14410,75.71673927954821,88.0
10454,35.700843160666565,9.0
12368,24.16835336625688,15.0
8890,40.17940689124465,25.0
9904,47.042228503636224,21.0
27131,32.03279801860815,28.0
20488,24.16835336625688,30.0
13175,24.250906870999025,19.0
25209,113.7860324036151,171.0
17052,52.99552248656928,72.0
16629,26.817482910331986,17.0
10285,170.67880638912447,288.0
24748,52.14723316459104,34.0
17315,44.656490657318564,17.0
9761,80.68746903258197,25.0
7094,43.826913066851205,9.0
7505,46.34444782194887,63.0
12885,45.67121193315038,71.0
22674,31.335513320778567,35.0
20630,48.57543901918855,34.0
6239,38.69285463409627,46.0
13679,38.464198626464565,30.0
28332,94.13556233957661,152.0
3382,46.0956553923791,13.0
27757,27.419894631147855,44.0
22172,27.320060137091254,33.0
29752,59.44154271301279,13.0
3268,194.12322561450728,300.0
23533,33.604459918229566,76.0
6914,70.03078692058504,43.0
14169,94.90190267835928,74.0
4707,66.0489261083951,182.0
9309,26.29351152607696,29.0
24576,27.50322918405211,17.0
28152,26.73602823740128,42.0
9633,46.541639116491,86.0
21433,24.16835336625688,13.0
10444,45.72735967794496,18.0
29928,41.02327969584585,47.0
28201,56.95988718886296,44.0
23308,119.52836514915587,180.0
19046,50.90144506056632,70.0
3000,95.03961166493899,129.0
22494,85.09340838994271,147.0
25692,45.54952744782651,30.0
25240,47.05012698824702,82.0
10389,75.76665936465872,20.0
10012,53.121636856710204,42.0
15879,45.9706615826698,21.0
8978,29.76825093548543,23.0
11247,33.150976767310304,39.0
14073,44.761151072831055,17.0
25629,49.97458547203408,34.0
5128,68.4580255729278,61.0
6433,46.42389515991849,88.0
3725,101.69694780611671,109.0
23380,56.18722635012656,80.0
20948,78.83393510090818,54.0
29898,40.855284497697156,34.0
22733,69.61638820541613,146.0
13857,44.77659208309319,46.0
29188,54.092507985198054,77.0
19515,62.90624445302491,31.0
12971,31.149740961958592,28.0
8628,44.087154877376406,12.0
27036,42.008175065505924,76.0
12344,24.32282474258011,19.0
29276,37.5875759611393,30.0
2061,27.419894631147855,22.0
27657,72.40124918149401,132.0
11839,40.17417137336678,25.0
19725,64.73702623141791,55.0
5210,26.623053347681697,24.0
8101,35.00474659250767,42.0
22718,47.16730347863776,21.0
1966,97.63849466379216,55.0
28594,24.16835336625688,18.0
10612,34.10616919715996,7.0
21705,60.05295310628074,76.0
280,25.345350233157816,17.0
25382,65.44211785106143,15.0
1690,84.71439556771995,117.0
26367,31.5064114216283,30.0
10023,53.83866992152632,25.0
506,43.97484122776242,68.0
2043,25.556061414865347,34.0
5160,31.5827844900355,30.0
26596,82.12312885960164,68.0
17999,60.448918242687306,28.0
11887,53.3060314715854,48.0
20184,58.27351011589192,52.0
6934,45.378071076459804,43.0
8823,39.06474886226265,51.0
5971,24.16835336625688,9.0
23556,68.41515368571991,87.0
29478,59.1427683837599,21.0
18577,47.3560669177023,42.0
20988,29.933209546633016,22.0
26242,24.250906870999025,21.0
3160,40.87149683172084,37.0
16780,35.00474659250767,50.0
25815,91.20652900353468,231.0
29913,51.1662631893426,23.0
30195,34.09831925995523,32.0
11686,77.76071141160894,53.0
17394,26.63797202756492,14.0
1569,52.30296761235145,70.0
10511,24.16835336625688,17.0
25125,65.80645504546769,27.0
10949,27.031433411431834,36.0
22806,34.4291804182159,43.0
10392,71.30411384077516,25.0
16808,34.0089110305367,34.0
21082,63.022627691614424,42.0
28820,62.77182690857125,46.0
29446,93.76386771330255,72.0
12220,77.92039265923177,74.0
5512,191.9907891197867,190.0
7739,27.743835452940132,57.0
22289,31.490428738582647,32.0
19482,64.98127313979244,26.0
2947,66.40665302884013,60.0
23685,54.995590115630506,9.0
1266,68.73566384755578,99.0
16620,68.23698243173831,79.0
1302,83.08423241170811,50.0
7388,73.52905348385276,93.0
24745,83.75079127165583,104.0
24280,63.45905604721946,64.0
25385,75.42331210796414,93.0
20134,33.98839786350828,61.0
14315,24.784480698469178,9.0
1968,43.05780507435154,50.0
15821,61.89007220000929,38.0
30283,34.59413902936348,23.0
3031,67.17717893783053,76.0
23125,130.50671451375837,174.0
2227,29.503545511738935,55.0
1962,72.67573578865935,124.0
20898,51.00584397614719,54.0
14911,27.665406006014397,13.0
3971,104.06210070507669,96.0
9807,76.91708706339809,104.0
1047,30.94524780238637,46.0
7341,49.690903637186175,78.0
10719,49.43174513027244,16.0
9381,82.24219288174137,73.0
23263,93.95012432394618,76.0
19633,29.175055971676215,30.0
5135,65.63677148939927,68.0
4991,64.06033220632766,53.0
1758,43.74028330309326,31.0
23973,163.60341164507597,152.0
5979,35.16363741987445,17.0
10527,30.921717219041316,14.0
20493,41.3827233165304,27.0
13551,31.728007000537914,75.0
6379,29.37643785409229,47.0
4256,28.4819604049661,23.0
21964,42.45405444726342,73.0
18223,102.29338409291309,76.0
27029,45.22218582761366,61.0
15842,67.33349436270557,65.0
14337,129.3204599194817,159.0
15054,64.63305270251006,38.0
10543,30.976979485434885,23.0
14658,32.16975145377196,20.5
25450,66.65146068804471,95.0
12730,51.25640940234251,51.0
10329,110.11300150856744,162.0
5183,56.60882681284552,22.0
8049,63.61369946757377,45.0
13787,32.72256268443158,55.0
25087,31.577608554651178,21.0
16180,63.11509113483635,53.0
20997,29.03095844110349,13.0
17113,38.142896378105114,30.0
10229,45.60475429739283,53.0
3254,166.86814602935715,72.0
22212,34.05564839149373,47.0
11309,112.44895614817646,104.0
23396,29.76825093548543,25.0
980,125.12657403018655,143.0
23379,86.61792399288008,85.0
24197,45.81717223013694,16.0
15098,61.44798143671542,91.0
8972,27.419894631147855,55.0
334,44.25185948952938,11.0
11843,25.834090871714434,20.0
11068,78.9450551292168,17.0
25735,68.0794182355477,34.0
26300,32.09908766963122,16.0
14620,31.438836216252962,14.0
19009,24.16835336625688,16.0
22705,48.66528305852923,31.0
15293,37.221267949985815,46.0
11654,66.1730233218785,64.0
21026,51.93877644242544,56.0
23068,98.46302660195863,76.0
28449,41.3547934303542,34.0
17795,117.43751173097156,178.0
27053,53.61123350159498,38.0
30029,51.61979735859696,70.0
24179,44.514107357889735,18.0
19813,37.835896220794595,22.0
21127,72.31881181284355,59.0
274,24.487783353727696,64.0
28849,74.93953405545797,97.0
27206,38.082449382546294,17.0
10628,52.26527222382791,20.0
12302,27.90760022263275,42.0
5553,96.30282858189477,154.0
19431,45.95752452050221,24.0
18986,45.305601873291344,54.0
20444,24.16835336625688,19.0
11840,43.850424681099845,30.0
17344,29.76825093548543,15.0
28350,73.77967548771855,95.0
16596,79.6787578067492,50.0
8617,24.16835336625688,8.0
5551,125.04618588293158,97.0
9358,45.374016118181906,44.0
24682,68.17354704154157,9.5
13506,61.716735449189436,97.0
1396,57.72506676788401,30.0
25702,36.840889400207764,57.0
12909,37.8657416004783,90.0
24419,169.53846375611775,179.0
9233,37.8657416004783,15.0
9138,60.57807939829408,53.0
24679,83.43894947066863,15.2
8040,24.656058957741767,27.0
10463,75.30201053273066,84.0
21899,45.217322802623976,29.0
17927,32.46499825534088,96.0
24853,67.41938876490609,93.0
9419,49.38629162082965,78.0
14311,44.2034597919356,59.0
11541,54.68057291254215,68.0
657,50.11262000212566,50.0
11925,60.44655384265519,36.0
18456,80.91815965179448,182.0
10496,24.33331197740446,15.0
26739,61.96114487332471,25.0
9704,42.11649216076262,86.0
1434,61.23950870380717,13.0
8779,67.30952732045516,90.0
993,100.11257887823105,93.0
2715,28.865527238401732,50.0
27150,34.4291804182159,21.0
943,144.29880873846488,153.0
12382,62.70666336698237,77.0
11127,49.64020172968032,25.0
8337,104.90729210210053,89.0
17917,55.45431166362236,72.0
2885,61.56538720919271,96.0
22891,47.76136509277698,60.0
10726,52.01999271188626,93.0
13090,63.66418169695359,20.0
6258,83.48053479090107,132.0
20449,33.7150061739645,15.0
14513,80.8419217119104,127.0
5215,49.99655850029931,63.0
18762,34.927930783854315,21.0
27006,44.99819224909584,104.0
3735,148.69864611846444,132.0
24763,106.49941785833164,68.0
16670,36.84703101817031,79.0
23361,50.42102150093764,63.0
8863,49.563885360933156,9.0
30352,27.665406006014397,38.0
15725,34.38219979477306,21.0
16272,156.66736727669425,198.0
905,101.28543244882526,89.0
11195,29.76825093548543,20.0
17946,29.21185464363514,31.0
27530,61.08542557135304,21.0
24443,97.8442997653954,119.0
11838,27.07571109964858,40.0
21522,88.6938505100688,152.0
21879,94.45004264945602,123.0
3455,24.33331197740446,17.0
29038,81.16184290856481,65.0
19746,93.42859369943629,76.0
6830,100.8815647215076,118.0
7647,27.419894631147855,59.0
21147,54.11749113238397,18.0
10369,35.00474659250767,15.0
28256,28.913448169058494,21.0
24317,30.007534311799464,73.0
12432,34.18798020719629,82.0
8316,75.14226737061341,114.0
5749,24.16835336625688,22.0
13691,95.85169022426251,137.0
28970,122.41360046521889,122.0
29357,24.33331197740446,18.0
2884,29.76825093548543,34.0
3916,123.60372167119873,161.0
4772,143.08849614044485,114.0
2879,34.83844616210508,25.0
330,29.918879955884154,14.0
25754,24.867034203211325,30.0
23018,165.440325479686,147.0
23698,41.123097482829806,15.0
28054,31.823769701631264,46.0
26776,139.93564659502573,124.0
14381,155.15287961314422,129.0
19179,158.12935209240598,226.0
21214,57.079405275222015,30.0
25603,65.78827836985019,64.0
2286,77.20526075183527,67.0
16303,66.26177996279165,82.0
28542,95.95537679698008,59.0
28767,60.44823184055942,63.0
20408,24.24382735565522,15.0
6174,187.53567972181608,154.0
3122,24.16835336625688,25.0
26859,139.13430703488436,91.0
29710,25.345350233157816,19.0
8351,117.93897137606096,127.0
13190,24.32282474258011,22.0
15481,25.510308844305396,25.0
17900,31.66888149542457,55.0
1182,81.7252490688907,46.0
29734,29.76825093548543,15.0
15298,24.250906870999025,13.0
25602,77.69227117016675,86.0
24627,83.94709419724087,89.0
8292,72.91445704895925,80.0
19466,89.28733970332252,24.0
20311,80.39171072861214,84.0
7908,53.340458801655195,17.0
21334,57.25111821045201,50.0
23074,60.26680510099916,63.0
12534,77.54476627400025,76.0
10735,51.67189635812817,82.0
20946,47.702524203326455,65.0
21198,46.83133393865817,18.0
9000,42.252861485957844,21.0
20628,66.57129730475499,46.0
21368,79.15129139914706,72.0
24600,47.04918949016707,80.0
28030,47.24210953881152,21.0
7976,109.83468487895725,55.0
13014,30.824599093244945,20.0
29382,186.2505122363649,188.0
21887,48.821749602734,35.0
18282,165.32261884045852,127.0
9507,66.33296950626873,70.0
10269,46.04336168460669,46.0
13681,49.43174513027244,38.0
21458,40.96335578921332,50.0
22573,59.652143040175595,42.0
25009,46.89267760774981,53.0
20552,40.09856100822471,26.0
13317,120.94428620630653,93.0
26158,29.196556237143476,26.0
6069,56.21273686491577,25.0
15289,27.665406006014397,17.0
8538,28.52081671454073,11.0
27562,64.12423408080971,35.0
19286,24.16835336625688,16.0
14980,56.892253050463296,57.0
19014,29.860298783265872,14.0
5461,50.062938586174766,97.0
19734,132.50799999064466,76.0
7755,83.77950825973787,67.0
3014,131.88628004395105,161.0
21468,66.74721003617539,25.0
29799,86.20313221361279,58.0
22824,89.16896728093549,145.0
4867,129.64075809049092,160.0
2664,25.1505685694857,9.0
13952,152.36118514815286,171.0
9392,61.77367079349577,63.0
28402,40.20322142373721,46.0
4783,24.487783353727696,53.0
1664,100.87336262874877,207.0
3588,35.00474659250767,38.0
30098,44.48298543349206,24.0
28651,197.01415899654054,284.0
19863,63.18913842040285,109.0
2508,35.5640943857842,13.0
27181,49.62948456630851,13.0
30276,47.274924611169816,17.0
26898,136.7411461951079,102.0
17349,86.77529708509852,58.0
16560,27.99331029868577,25.0
18886,162.0044904274421,185.0
10902,45.8018844693081,21.0
15219,34.0089110305367,25.0
14276,25.089572254133213,13.0
23670,24.32282474258011,10.0
12766,91.52248015592704,80.0
18275,119.97603486789436,104.0
22518,64.49234661079915,53.0
5860,65.638992154601,38.0
4845,55.33160903228517,34.0
23229,98.30185874553764,87.0
288,25.368947190198387,11.0
19957,78.70714605458502,46.0
28175,35.526155323310405,44.0
25217,127.9425531662751,119.0
16487,31.783173962327883,59.0
8156,32.17670234885389,27.0
30433,25.368947190198387,23.0
121,40.20322142373721,42.0
2874,24.16835336625688,14.0
11285,135.46984589404536,85.0
890,131.2377675397562,137.0
1243,73.00372960951296,129.0
24644,129.5601612413511,152.0
14147,31.615715412622237,13.0
26809,123.87554777452739,61.0
10376,31.5064114216283,14.0
18940,51.935309250431104,59.0
13634,92.87219391405674,68.0
7348,53.51397236571996,69.0
3923,124.92824441686247,150.0
9838,48.57105405008613,25.0
9089,77.98917851585016,81.0
12367,37.49322972822185,31.0
27958,82.67012071547339,63.0
3105,30.384378267697734,44.0
22242,40.14529124531093,24.0
2616,24.16835336625688,17.0
17410,40.43393356703269,23.0
26862,111.46503943980395,80.0
19271,45.289221288303686,24.0
9731,46.531005096720556,59.0
702,45.81991487817341,53.0
15582,66.28067222030342,46.0
25078,33.49195964223618,34.0
18368,66.49902579689049,15.0
19452,40.95070424005765,8.0
25434,50.40405807511463,87.0
19160,107.16751081310122,242.0
24895,24.16835336625688,13.0
912,149.13308384987963,117.0
27501,31.59941218007722,19.0
11808,46.449950153262165,53.0
12813,28.29732083684619,56.0
25986,66.83856352545772,57.0
11500,83.41886066145811,153.0
25625,58.2029479028016,42.0
26887,151.14740522373484,129.0
1035,67.04088475840686,50.0
3806,85.13798826343465,97.0
24111,69.22493309776114,97.0
11389,61.505937302470294,80.0
8157,40.31959680620177,35.0
3707,60.8138922495312,103.0
13524,37.52618200900386,52.0
22818,49.033747122511095,78.0
29848,30.571846315302782,54.0
6341,72.83901797147104,60.0
9362,52.600451048495806,76.0
6204,63.8532771789073,160.0
13684,90.83618324424235,190.0
7475,60.35530097895393,54.0
13909,156.84932127830984,182.0
14112,25.345350233157816,13.0
30204,61.49037397786946,21.0
16070,51.229884398090796,55.0
23033,155.54641125886374,153.0
27826,69.03923459152163,108.0
16831,47.513139517203136,46.0
12401,47.983057950911416,66.0
24490,28.402109834376688,25.0
20154,63.40002083316013,57.0
28507,58.97991000823295,70.0
28642,118.44543939475905,322.0
21513,73.96178041715098,163.0
6248,80.19080893509793,87.0
21967,47.63159383258114,13.0
15773,63.783245423643585,82.0
14778,65.24252748617945,59.0
23451,27.33827057290453,10.0
12010,30.006967598819802,11.0
11192,35.526155323310405,13.0
651,24.638403533068498,13.0
8344,90.331320977981,149.0
27510,47.7935240099298,16.0
15798,45.96603822118711,34.0
30042,49.577165139625386,62.0
12037,44.48692678903301,30.0
715,24.32282474258011,38.0
11598,139.03057451533425,72.0
7495,79.23249607930248,68.0
14987,33.31919950854393,30.0
24316,34.83844616210508,48.0
18995,49.32947736264188,22.0
16520,41.134262487043536,34.0
5220,28.60508471357589,14.0
21407,53.09409201704251,76.0
25853,192.39818384218466,191.0
12049,54.355038371369574,67.0
25729,25.63358726751588,13.0
1448,48.92656186191542,34.0
15492,34.53502635741511,46.0
21580,50.127732138135215,95.0
21003,25.608230566512415,33.0
25105,47.5075303195719,25.0
401,136.88319556832715,112.0
18679,35.46439568927436,28.0
10152,29.487130979660183,19.0
718,59.631331029281476,50.0
5864,38.587747015646826,61.0
30021,64.28716020361514,24.0
4343,29.145328891740963,21.0
22347,50.6830602540599,43.0
24590,70.02902366140957,200.0
9210,148.145653912911,105.0
14734,55.863801976138454,42.0
18789,37.8657416004783,42.0
8980,45.655002491706185,32.0
30086,40.09856100822471,46.0
25065,78.3407843852383,13.0
12266,50.547615404989344,67.0
18026,54.30170017771584,65.0
24525,24.32282474258011,25.0
25293,54.35862546358988,85.0
16145,46.82864973818551,46.0
17318,29.933209546633016,50.0
23103,193.57820533532708,246.0
26448,193.8887363905599,154.0
12152,46.449950153262165,30.0
30339,49.12461520230171,50.0
16787,29.76825093548543,34.0
22923,117.75777049083219,117.0
12124,29.76825093548543,17.0
5496,74.11825758919706,160.0
3922,95.15701721098156,128.0
5449,120.89071144348269,153.0
4475,99.84895913999353,90.0
9213,30.56311314906105,13.0
17541,44.248049795841986,61.0
27383,31.082800886930272,19.0
5425,195.0246379081853,170.0
14946,29.76825093548543,17.0
4699,60.085899177331164,157.0
29147,40.42201922963842,37.0
7653,28.03602196336016,70.0
24310,50.40825955086985,33.0
12758,81.38531018830889,70.0
21123,56.49403292294613,63.0
26208,24.250906870999025,30.0
7012,64.15181408894694,36.0
22323,24.784480698469178,8.0
22960,94.80811845215891,142.0
22985,153.41688650794467,152.0
3058,67.68314057715078,47.0
4969,127.10770322683571,95.0
27898,30.91542474986184,38.0
25025,29.76825093548543,13.0
14739,74.74002579453563,55.0
17116,34.95196442029592,21.0
23409,40.64431091355369,18.0
1510,24.16835336625688,13.0
27043,47.05904386455265,40.0
4706,134.05073865552893,177.0
30181,25.893787626849974,19.0
2119,67.4957676681961,59.0
30501,69.12021624395867,157.0
4156,44.37487942247753,43.0
20401,35.083504755129944,17.0
20135,33.820638948963676,52.0
19946,67.04088475840686,147.0
21629,50.114754081848005,44.0
10365,48.8878145561285,21.0
5226,123.69105318338515,163.0
20964,27.094381450791488,19.0
12030,55.43970253030219,65.0
12324,30.815234373376107,38.0
26269,38.67057870138674,16.0
12953,46.40192227325015,43.0
20679,126.44078509465258,187.0
21952,48.790162086244045,21.0
199,62.890070427032995,66.0
464,55.537215267628255,53.0
10300,171.55668295567116,195.0
7488,79.51525909119177,54.0
10098,35.460018753660094,17.0
7565,57.62225829369933,27.0
28850,62.388552217959166,85.0
20938,46.9541657604729,58.0
1337,75.74474173600699,72.0
12939,38.30286210171766,24.0
7255,27.33827057290453,14.0
2950,54.021411955674765,61.0
9453,48.10454580968791,74.0
14548,110.21625598372512,147.0
11420,62.42829285545009,42.0
9093,104.19390109039973,51.0
17780,33.00658018635661,21.0
13375,35.85973398803335,55.0
27404,56.241622552119445,58.0
11194,24.16835336625688,10.0
15480,60.83661559686541,59.0
7600,58.23993107087971,58.0
29812,30.384378267697734,29.0
1945,26.233016418602773,46.0
7563,35.700843160666565,46.0
18846,137.91906504776998,139.0
24187,25.368947190198387,14.0
10495,36.409957825729045,17.0
12690,51.229884398090796,52.0
10465,36.7347251929319,31.0
19943,35.700843160666565,53.0
14826,59.63915404661185,59.0
26793,124.25531750391572,127.0
7606,51.40763655401699,55.0
26649,56.95047395557,53.0
11661,62.93566594734673,68.0
15548,67.54968411984885,43.0
21643,60.05073573452494,58.0
1414,60.708748017230384,21.0
8870,24.16835336625688,17.0
18717,40.39040080470301,24.0
26057,74.66819703410837,56.0
21033,62.53172739735574,61.0
5148,42.73205349286232,24.0
12051,49.190641821293575,51.0
10829,34.12206167495712,25.0
9682,46.68164661205881,37.0
144,56.08701395642565,38.0
2004,47.69800203690542,50.0
5155,40.53608854549308,8.0
1050,61.27900790630029,63.0
6354,53.72241414518252,75.0
10772,56.00441550546115,78.0
8696,40.31959680620177,44.0
11903,62.90002482526662,54.0
11253,24.16835336625688,26.0
1512,24.16835336625688,21.0
10597,33.175787148401284,25.0
11403,119.40328567482868,107.0
1045,31.11020641353395,25.0
19831,50.42406701580708,18.0
19007,37.5875759611393,10.0
22761,24.246782813182616,34.0
13259,31.38902433827262,55.0
18150,64.41992103699413,4.0
3579,75.68398537270342,53.0
3064,25.089572254133213,28.0
18277,109.35561221041905,121.0
10853,40.44887793220517,42.0
25674,46.05734075942561,25.0
7318,88.72544903712617,155.0
18142,46.449950153262165,1.0
1818,27.150749072224855,10.0
11275,41.24890261515818,20.0
20005,31.69963556108003,34.0
28960,97.72832559565587,119.0
19088,37.8657416004783,21.0
19518,42.01997299765522,27.0
17760,29.391310126223814,16.0
25615,45.04104193031308,25.0
21564,84.26412825470445,153.0
9961,35.094231214256915,21.0
29815,82.67012071547339,87.0
7724,45.03692222213183,57.0
18703,44.37832501797956,13.0
29480,53.72241414518252,29.0
17609,101.67352057708557,182.0
16775,34.197384037325364,78.0
24714,78.80944223243047,72.0
19066,32.74189679580038,38.0
7567,57.08566132974521,58.0
18688,24.32282474258011,37.0
11368,63.594266100132465,34.0
17829,94.22593226073332,61.0
5815,44.270219006965014,21.0
26002,62.92066802363346,64.0
6463,93.95092941827542,106.0
18735,45.85775169485899,25.0
2275,62.34257018155651,72.0
30288,46.723388372012025,27.0
27154,30.989557704392528,34.0
28799,62.428388730518634,68.0
2904,51.53329375123812,31.0
19013,24.16835336625688,14.0
7936,83.41855250168886,53.0
